Log file open, 02/28/23 14:48:38
[2023.02.28-21.48.38:594][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.02.28-21.48.38:594][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.02.28-21.48.38:594][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.02.28-21.48.38:600][  0]LogD3D12RHI: Aftermath initialized
[2023.02.28-21.48.38:600][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.02.28-21.48.38:743][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce GTX 1050 (Max supported Feature Level 12_1, shader model 6.6)
[2023.02.28-21.48.38:743][  0]LogD3D12RHI: Adapter has 4019MB of dedicated video memory, 0MB of dedicated system memory, and 8090MB of shared system memory, 1 output[s]
[2023.02.28-21.48.38:774][  0]LogD3D12RHI: Found D3D12 adapter 1: Intel(R) UHD Graphics 630 (Max supported Feature Level 12_1, shader model 6.5)
[2023.02.28-21.48.38:774][  0]LogD3D12RHI: Adapter has 128MB of dedicated video memory, 0MB of dedicated system memory, and 8090MB of shared system memory, 0 output[s]
[2023.02.28-21.48.38:778][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.02.28-21.48.38:778][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 8090MB of shared system memory, 0 output[s]
[2023.02.28-21.48.38:778][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.02.28-21.48.38:778][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.28-21.48.38:778][  0]LogHAL: Display: Platform has ~ 16 GB [16967847936 / 17179869184 / 16], which maps to Larger [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.02.28-21.48.38:778][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.02.28-21.48.38:778][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.02.28-21.48.38:778][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.02.28-21.48.38:778][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.02.28-21.48.38:778][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.02.28-21.48.38:778][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.02.28-21.48.38:778][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.02.28-21.48.38:778][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Saved/Config/WindowsEditor/Editor.ini]
[2023.02.28-21.48.38:778][  0]LogInit: Computer: IT0000000002719
[2023.02.28-21.48.38:778][  0]LogInit: User: masonlbrubaker
[2023.02.28-21.48.38:778][  0]LogInit: CPU Page size=4096, Cores=8
[2023.02.28-21.48.38:778][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.02.28-21.48.38:778][  0]LogMemory: Memory total: Physical=15.8GB (16GB approx)
[2023.02.28-21.48.38:779][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.02.28-21.48.38:779][  0]LogMemory: Process Physical Memory: 295.21 MB used, 297.82 MB peak
[2023.02.28-21.48.38:779][  0]LogMemory: Process Virtual Memory: 273.84 MB used, 280.27 MB peak
[2023.02.28-21.48.38:779][  0]LogMemory: Physical Memory: 10016.27 MB used,  6165.53 MB free, 16181.80 MB total
[2023.02.28-21.48.38:779][  0]LogMemory: Virtual Memory: 14122.75 MB used,  4491.05 MB free, 18613.80 MB total
[2023.02.28-21.48.38:779][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.02.28-21.48.38:781][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.02.28-21.48.38:788][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.02.28-21.48.38:788][  0]LogInit: Using OS detected language (en-US).
[2023.02.28-21.48.38:788][  0]LogInit: Using OS detected locale (en-US).
[2023.02.28-21.48.38:791][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.02.28-21.48.38:958][  0]LogInit: Setting process to per monitor DPI aware
[2023.02.28-21.48.38:969][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.02.28-21.48.38:969][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.02.28-21.48.38:969][  0]LogWindowsTextInputMethodSystem:   - English (United States) - Touch Input Correction (TSF IME).
[2023.02.28-21.48.38:969][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.02.28-21.48.38:979][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.02.28-21.48.38:979][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.02.28-21.48.39:066][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.02.28-21.48.39:066][  0]LogWindows: Attached monitors:
[2023.02.28-21.48.39:066][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.02.28-21.48.39:066][  0]LogWindows: Found 1 attached monitors.
[2023.02.28-21.48.39:066][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.02.28-21.48.39:067][  0]LogRHI: RHI Adapter Info:
[2023.02.28-21.48.39:067][  0]LogRHI:             Name: NVIDIA GeForce GTX 1050
[2023.02.28-21.48.39:067][  0]LogRHI:   Driver Version: 471.41 (internal:30.0.14.7141, unified:471.41)
[2023.02.28-21.48.39:067][  0]LogRHI:      Driver Date: 7-12-2021
[2023.02.28-21.48.40:369][  0]Message dialog closed, result: Yes, title: WARNING: Known issues with graphics driver, text: The installed version of the NVIDIA graphics driver has known issues in D3D12.
Please install either the latest or the recommended driver version or switch to a different rendering API.

Would you like to visit the following URL to download the driver?

https://www.nvidia.com/en-us/geforce/drivers/

NVIDIA GeForce GTX 1050
Installed: 471.41
Recommended: 516.25
[2023.02.28-21.48.40:369][  0]LogWindows: LaunchURL https://www.nvidia.com/en-us/geforce/drivers/
[2023.02.28-21.48.40:375][  0]LogD3D12RHI:     GPU DeviceId: 0x1c8d (for the marketing name, search the web for "GPU Device Id")
[2023.02.28-21.48.40:375][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.28-21.48.40:378][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.28-21.48.40:378][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.28-21.48.40:468][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.28-21.48.40:554][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.28-21.48.40:554][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.28-21.48.40:555][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.28-21.48.40:608][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.28-21.48.40:608][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.28-21.48.40:608][  0]LogRHI: Texture pool is 2152 MB (70% of 3074 MB)
[2023.02.28-21.48.40:608][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.28-21.48.40:608][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.28-21.48.40:876][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Bigbrainsomething.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/TurnkeyReport_0.log" -log="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/TurnkeyLog_0.log" -project="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Bigbrainsomething.uproject"  -platform=all'
[2023.02.28-21.48.40:876][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Epic/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Bigbrainsomething.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/TurnkeyReport_0.log" -log="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/TurnkeyLog_0.log" -project="C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Bigbrainsomething.uproject"  -platform=all" ]
[2023.02.28-21.48.40:898][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.28-21.48.40:898][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.28-21.48.40:898][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.28-21.48.40:898][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.28-21.48.40:898][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.28-21.48.40:898][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.28-21.48.40:898][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.28-21.48.40:899][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.28-21.48.40:899][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.28-21.48.40:899][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.28-21.48.40:900][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.28-21.48.40:905][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.28-21.48.40:921][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.28-21.48.40:921][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.28-21.48.40:924][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.28-21.48.40:924][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.28-21.48.40:928][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.28-21.48.40:928][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.28-21.48.40:928][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.28-21.48.40:928][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.28-21.48.40:930][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.28-21.48.40:930][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.28-21.48.40:930][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.28-21.48.40:932][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.28-21.48.40:932][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.28-21.48.40:936][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.28-21.48.40:936][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.28-21.48.40:936][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.28-21.48.40:936][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.28-21.48.40:936][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.28-21.48.40:937][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.28-21.48.40:939][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.28-21.48.40:939][  0]LogTargetPlatformManager:   ADPCM
[2023.02.28-21.48.40:939][  0]LogTargetPlatformManager:   PCM
[2023.02.28-21.48.40:941][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.28-21.48.40:942][  0]LogTargetPlatformManager:   BINKA
[2023.02.28-21.48.40:946][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.28-21.48.40:946][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.28-21.48.40:946][  0]LogTargetPlatformManager:   OGG
[2023.02.28-21.48.40:948][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.28-21.48.40:948][  0]LogTargetPlatformManager:   OPUS
[2023.02.28-21.48.40:986][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.28-21.48.40:990][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.28-21.48.40:994][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.28-21.48.40:994][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.28-21.48.40:998][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.28-21.48.40:998][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.28-21.48.40:998][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.28-21.48.40:998][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.28-21.48.41:020][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.28-21.48.41:020][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.28-21.48.41:020][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.28-21.48.41:128][  0]LogDerivedDataCache: Speed tests for C:/Users/masonlbrubaker/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.11 seconds
[2023.02.28-21.48.41:128][  0]LogDerivedDataCache: Display: Performance to C:/Users/masonlbrubaker/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.02ms. RandomReadSpeed=1674.81MBs, RandomWriteSpeed=8.56MBs. Assigned SpeedClass 'Local'
[2023.02.28-21.48.41:131][  0]LogDerivedDataCache: Using Local data cache path C:/Users/masonlbrubaker/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.28-21.48.41:131][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.28-21.48.41:131][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.28-21.48.41:131][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.28-21.48.41:131][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.28-21.48.41:131][  0]LogShaderCompilers: Guid format shader working directory is -14 characters bigger than the processId version (../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/Shaders/WorkingDirectory/1948/).
[2023.02.28-21.48.41:131][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/masonlbrubaker/AppData/Local/Temp/UnrealShaderWorkingDir/733383AE489248DE7C5D6084F338C35A/'.
[2023.02.28-21.48.41:132][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.28-21.48.41:132][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.02.28-21.48.41:693][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.28-21.48.42:123][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.28-21.48.42:124][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: ---
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: ---
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.28-21.48.42:562][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.28-21.48.43:850][  0]LogSlate: Using FreeType 2.10.0
[2023.02.28-21.48.43:850][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.28-21.48.43:882][  0]LogAssetRegistry: FAssetRegistry took 0.0101 seconds to start up
[2023.02.28-21.48.43:897][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.28-21.48.44:089][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.28-21.48.44:463][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60000][00000A1B6B51D800 52] GlobalDefaults, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D62400][00000A1B6FFAA000 52] Windows, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D62600][00000A1B6FFA5000 52] WindowsEditor, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61C00][00000A1B6FFA7800 52] WindowsServer, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60800][00000A1B6FFAC800 52] WindowsClient, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60A00][00000A1B6B79A000 52] IOS, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D62A00][00000A1B5237A000 52] iPadAir2, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D63000][00000A1B72DB0000 52] IPadPro, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D63200][00000A1B72DB2800 52] iPadAir3, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D62000][00000A1B72DB7800 52] iPadAir4, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61600][00000A1B72DBA000 52] iPadAir5, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61400][00000A1B72DBC800 52] iPadMini4, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60600][00000A1B6B795000 52] iPadMini5, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61000][00000A1B72DB5000 52] iPadMini6, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D63800][00000A1B72D85000 52] iPhone6S, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D64E00][00000A1B72D82800 52] iPhone7, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D64C00][00000A1B72D80000 52] iPodTouch7, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60400][00000A1B72D8A000 52] iPhone6SPlus, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D62800][00000A1B72D8C800 52] iPhone7Plus, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D63400][00000A1B6FFA2800 52] iPhoneSE, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60E00][00000A1B72DC0000 52] iPhone8, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61E00][00000A1B72DC5000 52] iPhone8Plus, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61200][00000A1B72DC7800 52] iPhoneX, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D60C00][00000A1B72DCA000 52] iPhoneXS, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D61800][00000A1B72DCC800 52] iPhoneXSMax, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D64800][00000A1B72D87800 52] iPhoneXR, 
[2023.02.28-21.48.44:463][  0]LogDeviceProfileManager: 	[00000A1B72D64A00][00000A1B72DD0000 52] iPhone11, 
